MDL,Attorney,Gold_Roles,LLM_Roles,Flag,LLM_Added,LLM_Missed
2693,Gary Lynch,Management,Management,agree,,
2693,Joseph Cochett,LeadCounsel,,gold_only_missed_by_llm,,LeadCounsel
2693,Joseph Cotchett,ClassCounsel,ClassCounsel; LeadCounsel,llm_added_role,LeadCounsel,
2693,Zapala Zapala,ClassCounsel,,gold_only_missed_by_llm,,ClassCounsel
2695,Caleb Marker,Management,Management,agree,,
2695,Charles LaDuca,Management,Management,agree,,
2695,D. Blankinship,Management,Management,agree,,
2695,Danie Warshaw,Management,,gold_only_missed_by_llm,,Management
2695,Daniel L. Warshaw,,Management,llm_only_not_in_gold,Management,
2695,Erika Anderson,Coordination; LocalCounsel,LocalCounsel,llm_missed_role,,Coordination
2695,James Gustafson,Management,Management,agree,,
2695,John Bienvenu,Coordination; LocalCounsel,LocalCounsel,llm_missed_role,,Coordination
2695,John Yanchunis,LeadCounsel,LeadCounsel,agree,,
2695,Kathy Love,,Communications,llm_only_not_in_gold,Communications,
2695,Mark Donatelli,Coordination; LocalCounsel,LocalCounsel,llm_missed_role,,Coordination
2695,Matt Schultz,Management,Management,agree,,
2695,Melissa Wolchansky,LeadCounsel,LeadCounsel,agree,,
2695,Michael Reese,Management,Management,agree,,
2695,Nancy Long,Communications; Coordination; LocalCounsel,Communications; LocalCounsel,llm_missed_role,,Coordination
2695,Nicholas Koluncich,Coordination; LocalCounsel,LocalCounsel,llm_missed_role,,Coordination
2695,Randi McGinn,Communications,Communications,agree,,
2695,Ronald Marron,Management,Management,agree,,
2695,Scott Schlesinger,LeadCounsel,LeadCounsel,agree,,
2704,None None,,LeadCounsel,llm_only_not_in_gold,LeadCounsel,
2704,Adam Hakki,Communications; LeadCounsel,Communications; LeadCounsel,agree,,
2704,Daniel Brockett,LeadCounsel,Communications; LeadCounsel,llm_added_role,Communications,
2704,Julia Wood,Communications,Communications,agree,,
2704,Kenneth Gallo,Communications,Communications,agree,,
2704,Richard Schwed,Communications,Communications,agree,,
2705,Ben Barnow,LeadCounsel,LeadCounsel,agree,,
2705,Brant Penney,Management,Management,agree,,
2705,Cari Laufenberg,Management,Management,agree,,
2705,Janine Pollack,Management,Management,agree,,
2705,John Driscoll,Management,Management,agree,,
2705,L.  Fisher,Management,Management,agree,,
2705,Lori Feldman,LeadCounsel,LeadCounsel,agree,,
2705,Michael McShane,Management,Management,agree,,
2705,Robert Clifford,Management,Management,agree,,
2705,Thomas Zimmerman,Management,Management,agree,,
2705,Timothy Blood,LeadCounsel,LeadCounsel,agree,,
2705,Todd Garber,Management,Management,agree,,
2709,None None,,ClassCounsel,llm_only_not_in_gold,ClassCounsel,
2709,A. Eiland,ClassCounsel; Settlement,ClassCounsel; LeadCounsel,partial_disagree,LeadCounsel,Settlement
2709,Allan Kanner,ClassCounsel; LeadCounsel; Settlement,ClassCounsel; LeadCounsel,llm_missed_role,,Settlement
2709,Brian Ku,ClassCounsel; Settlement,ClassCounsel,llm_missed_role,,Settlement
2709,Cynthia St. Amant,ClassCounsel; LeadCounsel; Settlement,ClassCounsel; LeadCounsel,llm_missed_role,,Settlement
2709,David Futscher,ClassCounsel; Settlement,ClassCounsel; LeadCounsel,partial_disagree,LeadCounsel,Settlement
2709,Esther Berezofsky,ClassCounsel; Settlement,ClassCounsel; LeadCounsel,partial_disagree,LeadCounsel,Settlement
2709,Gerald Clark,ClassCounsel; Settlement,ClassCounsel; LeadCounsel,partial_disagree,LeadCounsel,Settlement
2709,Gillian Wade,ClassCounsel; Settlement,ClassCounsel; Communications,partial_disagree,Communications,Settlement
2709,Jed Chronic,ClassCounsel; Settlement,ClassCounsel,llm_missed_role,,Settlement
2709,John Zuccarini,ClassCounsel; Settlement,ClassCounsel,llm_missed_role,,Settlement
2709,Kenneth McClain,ClassCounsel; Communications; Settlement,ClassCounsel; Communications,llm_missed_role,,Settlement
2709,Kevin Stanley,ClassCounsel; Communications; Settlement,ClassCounsel; Communications,llm_missed_role,,Settlement
2709,Louis Mussman,ClassCounsel; Settlement,ClassCounsel,llm_missed_role,,Settlement
2709,M.  Casey,ClassCounsel; Settlement,ClassCounsel,llm_missed_role,,Settlement
2709,Marc Castaneda,ClassCounsel; Settlement,ClassCounsel; Communications,partial_disagree,Communications,Settlement
2709,Mark Eldridge,ClassCounsel; Settlement,ClassCounsel; Communications,partial_disagree,Communications,Settlement
2709,Mark Morris,ClassCounsel; Settlement,ClassCounsel; LeadCounsel,partial_disagree,LeadCounsel,Settlement
2709,Michael Quirk,ClassCounsel; Settlement,ClassCounsel; LeadCounsel,partial_disagree,LeadCounsel,Settlement
2709,Mitchell Breit,ClassCounsel; Settlement,ClassCounsel,llm_missed_role,,Settlement
2709,Sara Avila,ClassCounsel; Settlement,ClassCounsel; Communications,partial_disagree,Communications,Settlement
2709,Shpetim Ademi,ClassCounsel; Settlement,ClassCounsel; Communications,partial_disagree,Communications,Settlement
2709,Stephen Nolan,ClassCounsel; Settlement,ClassCounsel; Communications,partial_disagree,Communications,Settlement
2709,Walter Daniels,ClassCounsel; Settlement,ClassCounsel; Communications,partial_disagree,Communications,Settlement
2724,None None,,Management,llm_only_not_in_gold,Management,
2724,Adam Zapala,Management,Management,agree,,
2724,Alison Tanchyk,Communications,Communications,agree,,
2724,Bonney Sweeney,Management,Management,agree,,
2724,Bonny Sweeney,Management,Management,agree,,
2724,Chul Pak,Communications,Communications,agree,,
2724,Daniel Mason,Management,Management,agree,,
2724,David Sorensen,Management,ClassCounsel; Management,llm_added_role,ClassCounsel,
2724,Dena Sharp,Management,Management,agree,,
2724,Devora Allon,Communications,Communications,agree,,
2724,Dianne Nast,ClassCounsel; Communications; LeadCounsel; Management,ClassCounsel; Communications; LeadCounsel; Management,agree,,
2724,Don Barrett,Management,Management,agree,,
2724,Elizabeth Cabraser,Management,Management,agree,,
2724,Elizabeth Tipping,Management,Management,agree,,
2724,Francis Scarpulla,Management,Management,agree,,
2724,Gregory Asciolla,Management,Management,agree,,
2724,Heidi Silton,Management,Management,agree,,
2724,James Dugan,Management,Management,agree,,
2724,Jan Levine,Communications,Communications,agree,,
2724,Jayne Goldstein,Management,Management,agree,,
2724,Jeannine Kenney,Management,Management,agree,,
2724,Jon Tostrud,Management,Management,agree,,
2724,Jonathan Cuneo,ClassCounsel; Management,ClassCounsel; LeadCounsel; Management,llm_added_role,LeadCounsel,
2724,Joseph Nielson,Communications,Communications,agree,,
2724,Joseph Saveri,Management,Management,agree,,
2724,Kendra Samson,Management,Management,agree,,
2724,Laura Shores,Communications,Communications,agree,,
2724,Linda Nussbaum,Management,ClassCounsel; Management,llm_added_role,ClassCounsel,
2724,Michael Boni,Management,Management,agree,,
2724,Michael Buchman,Management,Management,agree,,
2724,Michael Roberts,Management,ClassCounsel; Management,llm_added_role,ClassCounsel,
2724,Mindee Reuben,Management,Management,agree,,
2724,Peter Gil-Montllor,ClassCounsel; LeadCounsel,ClassCounsel; LeadCounsel,agree,,
2724,Robert Kaplan,Management,ClassCounsel; Management,llm_added_role,ClassCounsel,
2724,Roberta Liebenberg,Communications; LeadCounsel; Management,Communications; LeadCounsel; Management,agree,,
2724,Roberts Michael,Management,,gold_only_missed_by_llm,,Management
2724,Ryan Becker,Communications,Communications,agree,,
2724,Sarah Kirkpatrick,Communications,Communications,agree,,
2724,Saul Morgenstern,Communications,Communications,agree,,
2724,Shawn Raiter,Management,Management,agree,,
2724,Sheron Korpus,Communications,Communications,agree,,
2724,Steven Williams,Management,Management,agree,,
2724,Thomas Sobol,Management,ClassCounsel; Management,llm_added_role,ClassCounsel,
2724,William Blechman,Communications,Communications,agree,,
2734,Anand Agneshwar,Settlement,Settlement,agree,,
2734,B. Rasmussen,LeadCounsel,LeadCounsel,agree,,
2734,Barry Thompson,Expert,Expert,agree,,
2734,Behram Parekh,Discovery; Management,Discovery; Management,agree,,
2734,Bryan Aylstock,Communications; Coordination; Fees,Communications; Fees; Management,partial_disagree,Management,Coordination
2734,Chris Hellums,Fees; Management,Fees; Management,agree,,
2734,Ernest Cory,Settlement,Settlement,agree,,
2734,Gary Wilson,LeadCounsel,LeadCounsel; Management,llm_added_role,Management,
2734,George Williamson,Discovery; Management,Discovery; Management,agree,,
2734,J. Rudd,Management,Management,agree,,
2734,Jennifer Liakos,Discovery; Management,Expert; Management,partial_disagree,Expert,Discovery
2734,John Rosenthal,Discovery,Discovery,agree,,
2734,Kristian Rasmussen,LeadCounsel,LeadCounsel; Management,llm_added_role,Management,
2734,Larry Hill,Coordination,Communications,disjoint,Communications,Coordination
2734,Lauren Colton,Discovery,Discovery,agree,,
2734,Lexi Hazam,Discovery; Management,Expert; Management,partial_disagree,Expert,Discovery
2734,Luke A. Connelly,,Discovery,llm_only_not_in_gold,Discovery,
2734,M. Smith,Management,Management,agree,,
2734,Marlene Goldenberg,Discovery; Management,Management,llm_missed_role,,Discovery
2734,Matthew Campbell,Expert; Settlement,Discovery; Expert; Settlement,llm_added_role,Discovery,
2734,Matthew Eisenstein,,Discovery,llm_only_not_in_gold,Discovery,
2734,Munir Meghjee,Coordination,Coordination,agree,,
2734,Shanon Carson,Management,Management,agree,,
2734,Stephen H. Echsner,,Discovery,llm_only_not_in_gold,Discovery,
2734,"Stephen Hunt, Jr.",,Discovery,llm_only_not_in_gold,Discovery,
2734,Tara Sutton,Settlement,Settlement,agree,,
2734,Troy Rafferty,Management,Management,agree,,
2737,Cari Laufenberg,ClassCounsel; Settlement,ClassCounsel,llm_missed_role,,Settlement
2737,Daniel Girard,Management,,gold_only_missed_by_llm,,Management
2737,Daniel Robinson,ClassCounsel; Settlement,ClassCounsel,llm_missed_role,,Settlement
2737,Linh Vuong,Management,,gold_only_missed_by_llm,,Management
2738,C. Whitehead,Management,Management,agree,,
2738,Carmen Scott,Management,Management,agree,,
2738,Christopher Placitella,Communications,Communications,agree,,
2738,Christopher Tisi,Management,Management,agree,,
2738,Daniel Lapinski,Management,Management,agree,,
2738,Eric Weinberg,Management,Management,agree,,
2738,Hunter Shkolnik,Management,Management,agree,,
2738,Jeff Gibson,Management,Management,agree,,
2738,Kristie Hightower,Management,Management,agree,,
2738,Laurence Berman,Management,Management,agree,,
2738,Michelle Parfitt,LeadCounsel,LeadCounsel,agree,,
2738,P. O’Dell,LeadCounsel,LeadCounsel,agree,,
2738,Richard Golomb,Management,Management,agree,,
2738,Richard Meadow,Management,Management,agree,,
2738,Richard Root,Management,Management,agree,,
2738,Rick Root,Management,Management,agree,,
2738,Sindhu Daniel,Management,Management,agree,,
2738,Timothy Blood,ClassCounsel; Management,ClassCounsel; Management,agree,,
2738,Vicki Maniatis,Communications,Communications; ProSe,llm_added_role,ProSe,
2738,Victoria Maniatis,Management,Management,agree,,
2738,Warren Burns,Management,Management,agree,,
2740,Abby McClellan,Management,Management,agree,,
2740,Alexander Dwyer,Management,Management,agree,,
2740,Anand Agneshwar,Settlement,Settlement,agree,,
2740,Andre Mura,Management,Management,agree,,
2740,Andrew Lemmon,Management,Management,agree,,
2740,Anne Andrews,Management,Management,agree,,
2740,Ashlea Schwarz,Settlement,Settlement,agree,,
2740,Ben Gordon,Settlement,Settlement,agree,,
2740,Bradford Carver,Settlement,Settlement,agree,,
2740,Brian Rudick,Settlement,Settlement,agree,,
2740,Bruce Nagel,Settlement,Settlement,agree,,
2740,Christopher Coffin,LeadCounsel; Management,LeadCounsel; Management,agree,,
2740,Daniel Markoff,Management,Management,agree,,
2740,Daniel W. McGrath,,Settlement,llm_only_not_in_gold,Settlement,
2740,Darin Schanker,Management,Management,agree,,
2740,David Miceli,Management,Management,agree,,
2740,Dawn Barrios,Communications; Coordination; Management,Communications; Coordination; Management,agree,,
2740,Dennis Mark,Settlement,,gold_only_missed_by_llm,,Settlement
2740,Dennis Reich,Settlement,Settlement,agree,,
2740,Douglas Moore,Communications,Communications,agree,,
2740,Emily Jeffcott,Management,Management,agree,,
2740,Erin Bosman,Settlement,Settlement,agree,,
2740,Genevieve Zimmerman,Management,Management,agree,,
2740,Habib Nasrullah,Settlement,Settlement,agree,,
2740,Harvey Kaplan,Settlement,Settlement,agree,,
2740,Hunter Shkolnik,Management,Management,agree,,
2740,Irving Warshauer,Settlement,Settlement,agree,,
2740,J. Bachus,Management,Management,agree,,
2740,Jessica Reynolds,Management,Management,agree,,
2740,John Gomez,Management,Management,agree,,
2740,John F. Olinde,,Communications,llm_only_not_in_gold,Communications,
2740,John Strongman,Settlement,Settlement,agree,,
2740,John Wolff,Settlement,Settlement,agree,,
2740,Jon Strongman,,Settlement,llm_only_not_in_gold,Settlement,
2740,Karen Menzies,LeadCounsel; Management,LeadCounsel; Management,agree,,
2740,Lawrence Centola,Management,Management,agree,,
2740,Lori Cohen,Settlement,Settlement,agree,,
2740,M. Lambert,Communications; Management,Communications; Management,agree,,
2740,Mark Niemeyer,Settlement,Settlement,agree,,
2740,Matthew P. Moriarty,,Settlement,llm_only_not_in_gold,Settlement,
2740,Palmer Lambert,Communications,Communications,agree,,
2740,Rand Nolen,Management,Management,agree,,
2740,Rex Littrell,Settlement,Settlement,agree,,
2740,Russell A. “Chip” Gaudreau,,Settlement,llm_only_not_in_gold,Settlement,
2740,Sheila Birnbaum,Settlement,Settlement,agree,,
2740,Strongman Jon,Settlement,,gold_only_missed_by_llm,,Settlement
2740,William Hoffman,Settlement,Settlement,agree,,
2740,Zachary Wool,Management,Management,agree,,
2741,Aimee Wagstaff,LeadCounsel; Management,LeadCounsel; Management,agree,,
2741,Gillian Wade,ClassCounsel,ClassCounsel,agree,,
2741,Hunter Lundy,Management,Management,agree,,
2741,Joel Oster,ClassCounsel,ClassCounsel,agree,,
2741,Lori Andrus,,Communications; Coordination,llm_only_not_in_gold,Communications; Coordination,
2741,Marc Castaneda,ClassCounsel,ClassCounsel,agree,,
2741,Mark Burton,,Communications; Coordination,llm_only_not_in_gold,Communications; Coordination,
2741,Michael Baum,Management,Management,agree,,
2741,Michael Miller,,LeadCounsel; Management,llm_only_not_in_gold,LeadCounsel; Management,
2741,Robin Greenwald,LeadCounsel; Management,LeadCounsel; Management,agree,,
2741,Sara Avila,ClassCounsel,ClassCounsel,agree,,
2741,Yvonne Flaherty,Management,Management,agree,,
2742,None None,,ClassCounsel; Communications; LeadCounsel,llm_only_not_in_gold,ClassCounsel; Communications; LeadCounsel,
2743,Alexander Robertson,ClassCounsel; LeadCounsel; Settlement,ClassCounsel; LeadCounsel; Settlement,agree,,
2743,Daniel Bryson,ClassCounsel; LeadCounsel,ClassCounsel; LeadCounsel,agree,,
2743,Diane Flannery,,LeadCounsel,llm_only_not_in_gold,LeadCounsel,
2743,Dianne Flannery,LeadCounsel; Settlement,Settlement,llm_missed_role,,LeadCounsel
2743,Niall McCarthy,ClassCounsel,ClassCounsel,agree,,
2743,Robert R. Adhoot,,ClassCounsel,llm_only_not_in_gold,ClassCounsel,
2743,Robert Ahdoot,ClassCounsel,,gold_only_missed_by_llm,,ClassCounsel
2743,Steve Berman,ClassCounsel,,gold_only_missed_by_llm,,ClassCounsel
2743,Steven W. Berman,,ClassCounsel,llm_only_not_in_gold,ClassCounsel,
2743,Steven Toll,ClassCounsel; Settlement,ClassCounsel; Settlement,agree,,
2744,Daniel Gustafson,ClassCounsel; Management,Management,llm_missed_role,,ClassCounsel
2744,David Honigman,Communications,Communications,agree,,
2744,E. Powell Miller,,LeadCounsel; Management,llm_only_not_in_gold,LeadCounsel; Management,
2744,Gregory Coleman,ClassCounsel; Management,Management,llm_missed_role,,ClassCounsel
2744,Joseph Meltzer,ClassCounsel; Management,Management,llm_missed_role,,ClassCounsel
2744,Powell Miller,ClassCounsel; LeadCounsel,,gold_only_missed_by_llm,,ClassCounsel; LeadCounsel
2744,Robert Shelquist,ClassCounsel; Management,Management,llm_missed_role,,ClassCounsel
2744,Steve Berman,ClassCounsel; Management,Management,llm_missed_role,,ClassCounsel
2750,Anthony Irpino,Management,Management,agree,,
2750,Ashley Brittain-Landers,Management,Management,agree,,
2750,Christopher Seeger,Communications; LeadCounsel; Management,Communications; LeadCounsel; Management,agree,,
2750,Danielle Mason,Management,Management,agree,,
